year,name,address,district,region,in,number,contract_date,project,program,requested,approved
2011,Obec Jatov,"190,94109 Jatov",Nové Zámky,Nové Zámky,00308943,MK-3631/2011/9.1,28.02.2011,Obec Jatov,9.1,0,0
2011,Obec Jazernica,"Jazernica č.50,03844 Jazernica",Turčianske Teplice,Turčianske Teplice,00316725,MK-3663/2011/9.1,03.03.2011,Obec Jazernica,9.1,0,0
2011,Obec Jedľové Kostoľany,"č. 297,95196 Jedľové Kostoľany",Zlaté Moravce,Zlaté Moravce,00308064,MK-2687/2011/9.1,22.02.2011,Obec Jedľové Kostoľany,9.1,0,0
2011,Obec Jelenec,"Hlavná 126,95173 Jelenec",Nitra,Nitra,00308072,MK-5201/2011/9.1,23.03.2011,Obec Jelenec,9.1,0,0
2011,Obec Jelšovce,"37,95143 Jelšovce",Nitra,Nitra,00308081,MK-2715/2011/9.1,11.05.2011,Obec Jelšovce,9.1,0,0
2011,Obec Jesenské,"Sobotská 10,98002 Jesenské",Rimavská Sobota,Rimavská Sobota,00318833,MK-6181/2011/9.1,20.04.2011,Obec Jesenské,9.1,0,0
2011,Obec Jovsa,"Jovsa č.73,07232 Jovsa",Michalovce,Michalovce,00325279,MK-3193/2011/9.1,01.03.2011,Obec Jovsa,9.1,0,0
2011,Obec Jur nad Hronom,"278,93557 Jur nad Hronom",Levice,Levice,00307114,MK-6170/2011/9.1,20.04.2011,Obec Jur nad Hronom,9.1,0,0
2011,Obec Kalinkovo,"Kalinkovo 211,90043 Kalinkovo",Senec,Senec,00304841,MK-4406/2011/9.1,11.03.2011,Obec Kalinkovo,9.1,0,0
2011,Obec Kalinovo,"SNP 138/14,98501 Kalinovo",Poltár,Poltár,00312161,MK-5974/2011/9.1,13.04.2011,Obec Kalinovo,9.1,0,0
2011,Obec Kalnište,"Kalnište č.30,08701 Kalnište",Svidník,Svidník,00322105,MK-4959/2011/9.1,17.03.2011,Obec Kalnište,9.1,0,0
2011,Obec Kaloša,"62,98252 Kaloša",Rimavská Sobota,Rimavská Sobota,00318841,MK-2320/2011/9.1,11.05.2011,Obec Kaloša,9.1,0,0
2011,Obec Kalša,"č.128,04418 Kalša",Košice - okolie,Košice - okolie,00324272,MK-4007/2011/9.1,03.03.2011,Obec Kalša,9.1,0,0
2011,Obec Kameňany,"Kameňany 6,04962 Kameňany",Revúca,Revúca,00328367,MK-5808/2011/9.1,11.04.2011,Obec Kameňany,9.1,0,0
2011,Obec Kamenec pod Vtáčnikom,"Dolnokamenčianska 1/57,97244 Kamenec pod Vtáčnikom",Prievidza,Prievidza,00318167,MK-5154/2011/9.1,23.03.2011,Obec Kamenec pod Vtáčnikom,9.1,0,0
2011,Obec Kamenica nad Cirochou,"Humenská 555/6,06783 Kamenica nad Cirochou",Humenné,Humenné,00323101,MK-5648/2011/9.1,06.04.2011,Obec Kamenica nad Cirochou,9.1,0,0
2011,Obec Kameničná,"Hlavná č. 122,94601 Kameničná",Komárno,Komárno,00306495,MK-2756/2011/9.1,22.02.2011,Obec Kameničná,9.1,0,0
2011,Obec Kamenín,"č.641,94357 Kamenín",Nové Zámky,Nové Zámky,00308960,MK-6133/2011/9.1,18.04.2011,Obec Kamenín,9.1,0,0
2011,Obec Kamenná Poruba,"Kamenná Poruba 207,09303 Kamenná Poruba",Vranov nad Topľou,Vranov nad Topľou,00332461,MK-5172/2011/9.1,23.03.2011,Obec Kamenná Poruba,9.1,0,0
2011,Obec Kamenná Poruba,"Hlavná 136/159,01314 Kamenná Poruba",Žilina,Žilina,00648906,MK-5618/2011/9.1,31.03.2011,Obec Kamenná Poruba,9.1,0,0
2011,Obec Kamenný Most,"č. 29,943 58 Kamenný Most",Nové Zámky,Nové Zámky,00047244,MK-2754/2011/8.2,,Okamihy z minulosti,8.2,810,0
2011,Obec Kamenný Most,"č. 29,943 58 Kamenný Most",Nové Zámky,Nové Zámky,00047244,MK-2755/2011/8.2,17.6.2011,Tvorivé dielne,8.2,1805,350
2011,Obec Kamienka,"123,06532 Kamienka",Stará Ľubovňa,Stará Ľubovňa,00329941,MK-3023/2011/9.1,01.03.2011,Obec Kamienka,9.1,0,0
2011,Obec Kanianka,"SNP 583/1,97217 Kanianka",Prievidza,Prievidza,00518239,MK-5615/2011/9.1,31.03.2011,Obec Kanianka,9.1,0,0
2011,Obec Kapušany,"Hlavná 104/6,082 12 Kapušany",Prešov,Prešov,327239,MK-634/2011/2.5,22.6.2011,Doplňovanie knižničných fondov - dôležitá súčasť fungujúcej knižnice,2.5,4000,500
2011,Obec Kapušany,"Hlavná 104/6,082 12 Janovík",Prešov,Prešov,327239,MK-631/2011/2.1,,Internetové stredisko pre znevýhodnených,2.1,2150,0
2011,Obec Kapušany,"Hlavná 104/6,08212 Kapušany",Prešov,Prešov,00327239,MK-3918/2011/9.1,03.03.2011,Obec Kapušany,9.1,0,0
2011,Obec Kátlovce,"Kátlovce 1,91955 Kátlovce",Trnava,Trnava,00312622,MK-3665/2011/9.1,03.03.2011,Obec Kátlovce,9.1,0,0
2011,Obec Kazimír,"Hlavná 105/93,07613 Kazimír",Trebišov,Trebišov,00331597,MK-4662/2011/9.1,14.03.2011,Obec Kazimír,9.1,0,0
2011,Obec Kecerovce,"Kecerovce 92,044 47 Kecerovce",Košice - okolie,Košice - okolie,00324299,MK-2458/2011/1.1,06.07.2011,"Prípravná dokumentácia obnovy č. 422/2 Kaštieľa II. s areálom v Kecerovciach č.107, Na okraji obce",1.1,16625,5000
2011,Obec Kecerovce,"Kecerovce 92,044 47 Kecerovce",Košice - okolie,Košice - okolie,00324299,MK-3490/2011/1.1,06.07.2011,"Prípravná dokumentácia obnovy a prvá záchranná etapa reštaurovania fragmentov nástenných malieb a sgrafitovej výzdoby v exteriéri a interiéri NKP, ÚZPF 422/1, Kaštieľa s areálom ,kaštieľ I. v Kecerovciach č.250",1.1,40236,6500
2011,Obec Kecerovce,"Kecerovce č.92,04447 Kecerovce",Košice - okolie,Košice - okolie,00324299,MK-3277/2011/9.1,01.03.2011,Obec Kecerovce,9.1,0,0
2011,Obec Kladzany,"100,094 21 Kladzany",Vranov nad Topľou,Vranov nad Topľou,00332470,MK-4223/2011/8.3,,"Hrdina Hans ..., hrdina, ktorý bojoval proti svojim",8.3,2900,0
2011,Obec Kladzany,"100,09421 Kladzany",Vranov nad Topľou,Vranov nad Topľou,00332470,MK-5760/2011/9.1,11.04.2011,Obec Kladzany,9.1,0,0
2011,Obec Klasov,"bez názvu,95153 Klasov",Nitra,Nitra,00308102,MK-3982/2011/9.1,03.03.2011,Obec Klasov,9.1,0,0
2011,Obec Kláštor pod Znievom,"Čulenova 181,038 43 Kláštor pod Znievom",Martin,Martin,316733,MK-2840/2011/1.1,,"Reštaurovanie kamenného súsošia Kalvárie v Kláštore pod Znievom - časti Lazany, evidované v ÚZ PF pod č. 2184 (2. etapa)",1.1,36361,0
2011,Obec Kláštor pod Znievom,"M. Čulena 181,03843 Kláštor pod Znievom",Martin,Martin,00316733,MK-3660/2011/9.1,28.02.2011,Obec Kláštor pod Znievom,9.1,0,0
2011,Obec Klátova Nová Ves,"Klátova Nová Ves,958 44 Klátova Nová Ves",Partizánske,Partizánske,310549,MK-4147/2011/1.1,,Rekonštrukcia Kaštieľa Janova Ves - ÚZPF10988/1,1.1,110740,0
2011,Obec Klátova Nová Ves,"Klátova Nová Ves 100,958 44 Klátova Nová Ves",Partizánske,Partizánske,310549,MK-4121/2011/2.5,22.6.2011,Kniha súčasť vidieckeho života,2.5,2300,400
2011,Obec Klátova Nová Ves,"Klátova Nová Ves 100,958 44 Klátova Nová Ves",Partizánske,Partizánske,310549,MK-4120/2011/2.1,,Informatizácia a automatizácia obecnej knižnice,2.1,1465,0
2011,Obec Klátova Nová Ves,"100,95844 Klátova Nová Ves",Partizánske,Partizánske,00310549,MK-2980/2011/9.1,22.02.2011,Obec Klátova Nová Ves,9.1,0,0
2011,Obec Klenová,"126,06772 Klenová",Snina,Snina,00323136,MK-4819/2011/9.1,14.03.2011,Obec Klenová,9.1,0,0
2011,Obec Klenovec,"Námestie Karola Salvu 1,980 55 Klenovec",Rimavská Sobota,Rimavská Sobota,00318850,MK-3934/2011/8.1,20.06.2011,XXXIII. ročník Gemersko-malohontských folklórnych slávností KLENOVSKÁ RONTOUKA 2011,8.1,28450,3300
2011,Obec Klenovec,"Nám.K.Salvu 1,98055 Klenovec",Rimavská Sobota,Rimavská Sobota,00318850,MK-5321/2011/9.1,25.03.2011,Obec Klenovec,9.1,0,0
2011,Obec Klenovec,"Námestie Karola Salvu 1,98055 Klenovec",Rimavská Sobota,Rimavská Sobota,00318850,MK-7150/2011/9.2,22. 9. 2011,Obec Klenovec,9.2,0,675
2011,Obec Klin,"199,02941 Klin",Námestovo,Námestovo,00314544,MK-5848/2011/9.1,11.04.2011,Obec Klin,9.1,0,0
2011,Obec Klokočov,"Klokočov č.962,02322 Klokočov",Čadca,Čadca,00314048,MK-6017/2011/9.1,13.04.2011,Obec Klokočov,9.1,0,0
2011,Obec Kluknava,"Kluknava 177,05351 Kluknava",Gelnica,Gelnica,00329274,MK-4514/2011/9.1,11.03.2011,Obec Kluknava,9.1,0,0
2011,Obec Kluknava,"Kluknava 177,053 51 Kluknava",Gelnica,Gelnica,00329274,MK-6914/2011/8.1,,Kluknavské folklórne slávnosti,8.1,3800,0
2011,Obec Kľušov,"175,08622 Kľušov",Bardejov,Bardejov,00322113,MK-5981/2011/9.1,13.04.2011,Obec Kľušov,9.1,0,0
2011,Obec Kobyly,"57,08622 Kobyly",Bardejov,Bardejov,00322130,MK-2701/2011/9.1,22.02.2011,Obec Kobyly,9.1,0,0
2011,Obec Kočovce,"280,91631 Kočovce",Nové Mesto nad Váhom,Nové Mesto nad Váhom,00311685,MK-4237/2011/9.1,11.03.2011,Obec Kočovce,9.1,0,0
2011,Obec Kojatice,"Kojatice 200,08232 Kojatice",Prešov,Prešov,00327263,MK-3458/2011/9.1,28.02.2011,Obec Kojatice,9.1,0,0
2011,Obec Kokava nad Rimavicou,"Nám. 1. mája č. 480/1,985 05 Kokava nad Rimavicou",Poltár,Poltár,00316130,MK-563/2011/2.5,22.6.2011,KNIHA AKO ŽIVOTNÝ ŠTÝL,2.5,1425,500
2011,Obec Kokava nad Rimavicou,"Nám. 1. mája č. 480/1,985 05 Kokava nad Rimavicou",Poltár,Poltár,00316130,MK-564/2011/8.1,24.6.2011,"KOLIESKO ´2011 - 21. ročník, Festival tradičnej ľudovej kultúry",8.1,17000,12000
2011,Obec Kokava nad Rimavicou,"Nám. 1. mája č. 480/1,98505 Kokava nad Rimavicou",Poltár,Poltár,00316130,MK-4293/2011/9.1,11.03.2011,Obec Kokava nad Rimavicou,9.1,0,0
2011,Obec Kokava nad Rimavicou,"Nám. 1.mája č. 480/1,98505 Kokava nad Rimavicou",Poltár,Poltár,00316130,MK-6865/2011/9.2,18.07.2011,Obec Kokava nad Rimavicou,9.2,0,823
2011,Obec Kokava nad Rimavicou,"Nám. 1. mája č. 480/1,985 05 Kokava nad Rimavicou",Poltár,Poltár,00316130,MK-3273/2011/8.4,24.6.2011,KOKAVA NAD RIMAVICOU. Sprievodca minulosťou a súčasnosťou obce.,8.4,2800,2000
2011,Obec Kokošovce,"Kokošovce 76,08252 Kokošovce",Prešov,Prešov,00327271,MK-5395/2011/9.1,25.03.2011,Obec Kokošovce,9.1,0,0
2011,Obec Kokšov - Bakša,"178,04413 Kokšov-Bakša",Košice - okolie,Košice - okolie,00324311,MK-5264/2011/9.1,23.03.2011,Obec Kokšov - Bakša,9.1,0,0
2011,Obec Kolačkov,"Kolačkov 30,065 11 Kolačkov",Stará Ľubovňa,Stará Ľubovňa,00329959,MK-4579/2011/8.1,,"Folkórny festival pod názvom ""Deň úctvy k domovu""",8.1,3202,0
2011,Obec Kolačkov,"Kolačkov č. 30,065 11 Kolačkov",Stará Ľubovňa,Stará Ľubovňa,00329959,MK-4578/2011/8.3,,KROJE - Folklórna skupina JAVORINA Kolačkov,8.3,2375,0
2011,Obec Kolačkov,"Kolačkov 30,065 11 Kolačkov",Stará Ľubovňa,Stará Ľubovňa,00329959,MK-4577/2011/8.3,,"Divadelné predstavenie ""Stridža spod Hája""",8.3,3800,0
2011,Obec Kolačkov,"30,06511 Kolačkov",Stará Ľubovňa,Stará Ľubovňa,00329959,MK-5069/2011/9.1,17.03.2011,Obec Kolačkov,9.1,0,0
2011,Obec Kolárovice,"č. 389,01354 Kolárovice",Bytča,Bytča,00321362,MK-4931/2011/9.1,17.03.2011,Obec Kolárovice,9.1,0,0
2011,Obec Kolbovce,"Kolbovce,09031 Kolbovce",Stropkov,Stropkov,00330558,MK-5289/2011/9.1,25.03.2011,Obec Kolbovce,9.1,0,0
2011,Obec Kolíňany,"Námestie L.A.Aranya,95178 Kolíňany",Nitra,Nitra,00308111,MK-5141/2011/9.1,23.03.2011,Obec Kolíňany,9.1,0,0
2011,Obec Kolonica,"118,06761 Kolonica",Snina,Snina,00323161,MK-5978/2011/9.1,13.04.2011,Obec Kolonica,9.1,0,0
2011,Obec Kolta,"Kolta č.1,94133 Kolta",Nové Zámky,Nové Zámky,00308986,MK-3600/2011/9.1,28.02.2011,Obec Kolta,9.1,0,0
2011,Obec Komjatice,"Nádražná 97,941 06 Komjatice",Nové Zámky,Nové Zámky,00308994,MK-3149/2011/1.1,,"Komjatice kalvária - Súsošie ukrižovania, záverečná etapa reštaurovania č. ÚZPF 341/3-8",1.1,14915,0
2011,Obec Komjatice,"Nádražná 97,941 06 Komjatice",Nové Zámky,Nové Zámky,00308994,MK-3399/2011/1.3,,Evidencia pamätihodností obce Komjatice,1.3,2945,0
2011,Obec Komjatice,"Nádražná č. 97,94106 Komjatice",Nové Zámky,Nové Zámky,00308994,MK-5253/2011/9.1,23.03.2011,Obec Komjatice,9.1,0,0
2011,Obec Komjatná,"292,03496 Komjatná",Ružomberok,Ružomberok,00315311,MK-6011/2011/9.1,13.04.2011,Obec Komjatná,9.1,0,0
2011,Obec Konská,"410,01313 Konská",Žilina,Žilina,00648876,MK-5652/2011/9.1,06.04.2011,Obec Konská,9.1,0,0
2011,Obec Kopčany,"Kollárova 318,908 48 Kopčany",Skalica,Skalica,00309613,MK-4021/2011/1.1,14.06.2011,"Pamiatková obnova objektu Budova hospodárska (kačenáreň), č. 11748/0, Kopčany, č. súp. 1151 (objekt v lokalite ocenenej etiketou Európskeho kultúrneho dedičstva)",1.1,20083,5000
2011,Obec Kopčany,"Kollárova 318,90848 Kopčany",Skalica,Skalica,00309613,MK-5281/2011/9.1,11.05.2011,Obec Kopčany,9.1,0,0
2011,Obec KOPRIVNICA,"Koprivnica č.126,086 43 Koprivnica",Bardejov,Bardejov,00322164,MK-3823/2011/1.1,,"KÚRIA KOPRIVNICA, ÚZPF č. 199/0, Koprivnica 109, 086 43",1.1,8400,0
2011,Obec Koprivnica,"Koprivnica 126,086 43 Koprivnica",Bardejov,Bardejov,00322164,MK-3214/2011/2.5,,Aktualuzácia knižného fondu,2.5,1000,0
2011,Obec Koprivnica,"Koprivnica 126,08643 Koprivnica",Bardejov,Bardejov,00322164,MK-3711/2011/9.1,03.03.2011,Obec Koprivnica,9.1,0,0
2011,Obec Korňa,"č.517,02321 Korňa",Čadca,Čadca,00314064,MK-5057/2011/9.1,17.03.2011,Obec Korňa,9.1,0,0
2011,Obec Kostoľany pod Tribečom,"70,95177 Kostoľany pod Tribečom",Zlaté Moravce,Zlaté Moravce,00308129,MK-5477/2011/9.1,31.03.2011,Obec Kostoľany pod Tribečom,9.1,0,0
2011,Obec Kostolné,"Kostolné 1,91613 Kostolné",Myjava,Myjava,00311707,MK-3664/2011/9.1,03.03.2011,Obec Kostolné,9.1,0,0
2011,Obec Koš,"Víťazstva 791/41,97241 Koš",Prievidza,Prievidza,00318213,MK-5835/2011/9.1,11.04.2011,Obec Koš,9.1,0,0
2011,Obec Košarovce,"172,09406 Košarovce",Humenné,Humenné,00332496,MK-2665/2011/9.1,"",Obec Košarovce,9.1,0,0
2011,Obec Košeca,"Hlavná 36/100,01864 Košeca",Ilava,Ilava,00317390,MK-3971/2011/9.1,04.05.2011,Obec Košeca,9.1,0,0
2011,Obec Košická Polianka,"Košická Polianka 122,04441 Košická Polianka",Košice - okolie,Košice - okolie,00324353,MK-5857/2011/9.1,11.05.2011,Obec Košická Polianka,9.1,0,0
2011,Obec Koškovce,"Koškovce 11,067 12 Koškovce",Humenné,Humenné,0000323179,MK-1499/2011/2.5,14.6.2011,Nove knihy - Nový obzor,2.5,611,611
2011,Obec Koškovce,"Koškovce 11,06712 Koškovce",Humenné,Humenné,00323179,MK-6005/2011/9.1,13.04.2011,Obec Koškovce,9.1,0,0
2011,Obec Košťany nad Turcom,"64,03841 Košťany nad Turcom",Martin,Martin,00316741,MK-5322/2011/9.1,25.03.2011,Obec Košťany nad Turcom,9.1,0,0
2011,Obec Košúty,"č. 20,92509 Košúty",Galanta,Galanta,00306045,MK-4972/2011/9.1,17.03.2011,Obec Košúty,9.1,0,0
2011,Obec Kotešová,"Kotešová 325,013 61 Kotešová",Bytča,Bytča,00321389,MK-4102/2011/2.5,13.6.2011,Nákup kníh.,2.5,650,400
2011,Obec Kotešová,"Kotešová 325,013 61 Kotešová",Bytča,Bytča,00321389,MK-4101/2011/2.1,,Internet pre všetkých.,2.1,900,0
2011,Obec Kotešová,"325,01361 Kotešová",Bytča,Bytča,00321389,MK-3979/2011/9.1,03.03.2011,Obec Kotešová,9.1,0,0
2011,Obec Kováčová,"Kúpeľná 12,962 37 Kováčová",Zvolen,Zvolen,00320005,MK-136/2011/2.5,22.6.2011,Nákup kníh,2.5,475,475
2011,Obec Kováčová,"Kúpeľná 12,962 37 Kováčová",Zvolen,Zvolen,00320005,MK-4068/2011/2.1,,Nákup počítačovej techniky,2.1,4750,0
2011,Obec Kováčová,"Kúpeľná 12,962 37 Kováčová",Zvolen,Zvolen,00320005,MK-2695/2011/2.1,,Pripojenie na internet,2.1,475,0
2011,OBEC Kozárovce,"685,93522 Kozárovce",Levice,Levice,00307149,MK-5679/2011/9.1,06.04.2011,OBEC Kozárovce,9.1,0,0
2011,Obec Kračúnovce,"Kračúnovce,08701 Kračúnovce",Svidník,Svidník,00322181,MK-5412/2011/9.1,25.03.2011,Obec Kračúnovce,9.1,0,0
2011,Obec Krajné,"Krajné 52,91616 Krajné",Myjava,Myjava,00311715,MK-5707/2011/9.1,06.04.2011,Obec Krajné,9.1,0,0
2011,Obec Krakovany,"Nám. sv. Mikuláša 406/4,922 02 Krakovany",Piešťany,Piešťany,00312681,MK-3246/2011/2.5,13.6.2011,Nákup knižničného fondu do Obecnej knižnice v Krakovanoch,2.5,2000,500
2011,Obec Krakovany,"Nám. sv. Mikuláša 406/4,92202 Krakovany",Piešťany,Piešťany,00312681,MK-5465/2011/9.1,31.03.2011,Obec Krakovany,9.1,0,0
2011,OBEC KRÁĽ,"223,98045 Kráľ",Rimavská Sobota,Rimavská Sobota,00318876,MK-5948/2011/9.1,13.04.2011,OBEC KRÁĽ,9.1,0,0
2011,Obec Kráľov Brod,"č.4,92541 Kráľov Brod",Galanta,Galanta,00306053,MK-5277/2011/9.1,23.03.2011,Obec Kráľov Brod,9.1,0,0
2011,Obec Kráľov Brod,"Kráľov Brod 4,925 41 Kráľov Brod",Galanta,Galanta,00306053,MK-3690/2011/2.1,,Obnova vybavenia knižnice a dokončenie počítačového kútika,2.1,1000,0
2011,Obec Kráľov Brod,"Kráľov Brod 4,925 41 Kráľov Brod",Galanta,Galanta,00306053,MK-3689/2011/2.5,20.6.2011,Nákup kníh,2.5,500,500
2011,Obec Kráľov Brod,"č.4,925 41 Kráľov Brod",Galanta,Galanta,00306053,MK-3688/2011/8.2,,Tvorivá a umelecká činnosť mládeže v digitálnom veku,8.2,900,0
2011,Obec Kráľova Lehota,"č. 39,032 33 Kráľova Lehota",Liptovský Mikuláš,Liptovský Mikuláš,00315338,MK-95/2011/1.1,,"Stavebné úpravy - obvodový plášť a spevnené plochy Národnej kultúrnej pamiatky Kaštieľ, 032 33 Kráľova Lehota č. 82, číslo ÚZPF 313/0",1.1,27500,0
2011,Obec Kráľová nad Váhom,"Kráľová nad Váhom 71,925 91 Kráľová nad Váhom",Šaľa,Šaľa,00306070,MK-195/2011/2.5,,Rozšírenie aktualizácia knižného fondu,2.5,620,0
2011,Obec Kráľová nad Váhom,"71,925 91 Kráľová nad Váhom",Šaľa,Šaľa,00306070,MK-217/2011/8.4,,Za ktorých už zvony nezvonia,8.4,2500,0
2011,Obec Kráľová pri Senci,"Kráľová pri Senci 326,900 50 Kráľová pri Senci",Senec,Senec,00306061,MK-2112/2011/1.1,,"Reštaurovanie skulptúry Sv. Jána Nepomuckého s podstavcom Kráľová pri Senci, ÚZPF SR : 11596/1-2",1.1,69132,0
2011,Obec Kráľová pri Senci,"Kráľová pri Senci 326,90050 Kráľová pri Senci",Senec,Senec,00306061,MK-3343/2011/9.1,28.02.2011,Obec Kráľová pri Senci,9.1,0,0
2011,Obec Kráľová pri Senci,"Kráľová pri Senci č. 326,900 50 Kráľová pri Senci",Senec,Senec,00306061,MK-6176/2011/1.1,15.06.2011,"Reštaurovanie skulptúry Sv. Jána Nepomuckého s podstavcom Kráľová pri Senci, ÚZPF SR : 11596/1-2",1.1,69132,10000
2011,Obec Krásna Lúka,"138,08273 Krásna Lúka",Sabinov,Sabinov,00327280,MK-5684/2011/9.1,06.04.2011,Obec Krásna Lúka,9.1,0,0
2011,Obec Krasňany,"SNP 22,01303 Krasňany",Žilina,Žilina,00321401,MK-5616/2011/9.1,31.03.2011,Obec Krasňany,9.1,0,0
2011,Obec Krásnohorské Podhradie,"Hradná 156,04941 Krásnohorské Podhradie",Rožňava,Rožňava,00328421,MK-5174/2011/9.1,23.03.2011,Obec Krásnohorské Podhradie,9.1,0,0
2011,Obec Krásnohorské Podhradie,"Hradná 156,049 41 Krásnohorské Podhradie",Rožňava,Rožňava,00328421,MK-3276/2011/1.3,,"Z KRÁSNEJ HÔRKY NA TRI HRADY Muránsky Spišský Turniansky",1.3,7615,0
2011,Obec Kravany,"č. 111,05918 Kravany",Poprad,Poprad,00326291,MK-5587/2011/9.1,31.03.2011,Obec Kravany,9.1,0,0
2011,Obec Kravany nad Dunajom,"č. 186,94636 Kravany nad Dunajom",Komárno,Komárno,00306533,MK-5485/2011/9.1,31.03.2011,Obec Kravany nad Dunajom,9.1,0,0
2011,Obec Kravany nad Dunajom,"Dlhá 186 ,946 36 Kravany nad Dunajom",Komárno,Komárno,00306533,MK-1892/2011/1.1,,Architektonicko-historický výskum Rímskokatolíckeho kostola Mena Panny Márie v Kravanoch nad Dunajom č. ÚZPF 310/0,1.1,4085,0
2011,Obec Krčava,"č.17,07251 Krčava",Sobrance,Sobrance,00325376,MK-5143/2011/9.1,23.03.2011,Obec Krčava,9.1,0,0
2011,Obec Krivá,"Krivá 180,02755 Krivá",Dolný Kubín,Dolný Kubín,00314587,MK-5051/2011/9.1,17.03.2011,Obec Krivá,9.1,0,0
2011,Obec Kriváň,"Kriváň č.441,96204 Kriváň",Detva,Detva,00320048,MK-6183/2011/9.1,20.04.2011,Obec Kriváň,9.1,0,0
2011,Obec Krivany,"Záhradná 46,08271 Krivany",Sabinov,Sabinov,00327298,MK-6100/2011/9.1,18.04.2011,Obec Krivany,9.1,0,0
2011,Obec Krivosúd-Bodovka,"Krivosúd-Bodovka č.88,913 11 Krivosúd-Bodovka",Trenčín,Trenčín,00311723,MK-3203/2011/8.1,,IX.ročník Slovenského festivalu seniorských folklórnych súborov,8.1,9000,0
2011,Obec Krivosúd-Bodovka,"Krivosúd-Bodovka č.88,913 11 Krivosúd-Bodovka",Trenčín,Trenčín,00311723,MK-6839/2011/8.1,,IX.ročník Slovenského festivalu seniorských folklórnych súborov,8.1,9000,0
2011,Obec Krížová Ves,"51,05901 Krížová Ves",Kežmarok,Kežmarok,00326305,MK-5640/2011/9.1,06.04.2011,Obec Krížová Ves,9.1,0,0
2011,Obec Križovany nad Dudváhom,"Hlavná 1,91924 Križovany nad Dudváhom",Trnava,Trnava,00682187,MK-6191/2011/9.1,20.04.2011,Obec Križovany nad Dudváhom,9.1,0,0
2011,Obec Krnča,"Októbrová č. 500,95619 Krnča",Topoľčany,Topoľčany,00310603,MK-4957/2011/9.1,17.03.2011,Obec Krnča,9.1,0,0
2011,OBEC KRPEĽANY,"Štefánikova 138,03854 Krpeľany",Martin,Martin,00316750,MK-5170/2011/9.1,23.03.2011,OBEC KRPEĽANY,9.1,0,0
2011,Obec Krtovce,"Krtovce 2,956 03 Krtovce",Topoľčany,Topoľčany,00310611,MK-653/2011/2.1,,Oprava a modernizácie obecnej knižnice v Krtovciach,2.1,10000,0
2011,Obec Krtovce,"Krtovce 2,956 03 Krtovce",Topoľčany,Topoľčany,00310611,MK-5778/2011/2.1,,Oprava a modernizácie obecnej knižnice v Krtovciach,2.1,10000,0
2011,Obec Krtovce,"Krtovce 2,956 03 Krtovce",Topoľčany,Topoľčany,00310611,MK-6653/2011/2.1,,Oprava a modernizácie obecnej knižnice v Krtovciach,2.1,10000,0
2011,OBEC Krušetnica,"č. 69,02954 Krušetnica",Námestovo,Námestovo,00314595,MK-4656/2011/9.1,07.03.2011,OBEC Krušetnica,9.1,0,0
2011,Obec KRUŠETNICA,"69,029 54 Krušetnica",Námestovo,Námestovo,00314595,MK-1661/2011/1.1,,Reštaurovanie Súsošia sv. Trojice č. 2645 v Krušetnici,1.1,35846,0
2011,Obec Krušovce,"Štefánikova 129,956 31 Krušovce",Topoľčany,Topoľčany,00699250,MK-3956/2011/2.1,,Zriadenie čitárne,2.1,2218,0
2011,Obec Krušovce,"Štefánikova 129,956 31 Krušovce",Topoľčany,Topoľčany,00699250,MK-4071/2011/2.5,13.6.2011,Nákup knižného fondu,2.5,700,400
2011,Obec Kružlov,"Kružlov 141,086 04 Kružlov",Bardejov,Bardejov,00322211,MK-3731/2011/2.5,13.6.2011,Doplnenie knižného fondu Obecnej knižnice v Kružlove,2.5,600,400
2011,Obec Kružlov,"Kružlov 141,086 04 Kružlov",Bardejov,Bardejov,00322211,MK-3673/2011/2.1,,Rozšírenie internetových služieb pre používateľov Obecnej knižnice v Kružlove,2.1,1000,0
2011,Obec Kružlov,"Kružlov 141,08604 Kružlov",Bardejov,Bardejov,00322211,MK-5339/2011/9.1,25.03.2011,Obec Kružlov,9.1,0,0
2011,Obec Kružlová,"Kružlová 8,090 02 Kružlová",Svidník,Svidník,00330655,MK-135/2011/2.1,,Modernizácia knižnice v obci Kružlová,2.1,4860,0
2011,Obec Kružlová,"Kružlová 8,09002 Kružlová",Svidník,Svidník,00330655,MK-5286/2011/9.1,25.03.2011,Obec Kružlová,9.1,0,0
2011,Obec Kuchyňa,"č. 220,90052 Kuchyňa",Malacky,Malacky,00304875,MK-4965/2011/9.1,17.03.2011,Obec Kuchyňa,9.1,0,0
2011,Obec Kuková,"č. 74,08644 Kuková",Svidník,Svidník,00322237,MK-4011/2011/9.1,03.03.2011,Obec Kuková,9.1,0,0
2011,Obec Kunerad,"Kunerad 60,013 13 Kunerad",Žilina,Žilina,00648892,MK-3578/2011/2.5,13.6.2011,Nákup kníh pre obecnú knižnicu,2.5,331,331
2011,Obec Kunerad,"Kunerad č.60,01313 Kunerad",Žilina,Žilina,00648892,MK-4890/2011/9.1,14.03.2011,Obec Kunerad,9.1,0,0
2011,Obec Kurima,"Klepár 21/1,08612 Kurima",Bardejov,Bardejov,00322245,MK-5338/2011/9.1,25.03.2011,Obec Kurima,9.1,0,0
2011,Obec Kurimka,"Kurimka 12,09016 Kurimka",Svidník,Svidník,00330663,MK-4840/2011/9.1,14.03.2011,Obec Kurimka,9.1,0,0
